accident_index,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_highway,1st_road_class,1st_road_number,road_type,speed_limit,junction_detail,junction_control,2nd_road_class,2nd_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident
2018950001045,326000,673410,-3.186493,55.948001,95,2,2,1,26/07/2018,5,16:50:00,923,S12000036,3,7,6,20,6,2,6,0,0,5,1,1,1,0,0,1,1
2018950001046,325950,674370,-3.187558,55.956616,95,3,1,1,07/08/2018,3,10:30:00,923,S12000036,4,901,6,20,1,2,5,0,0,0,1,1,1,0,0,1,1
2018950001050,325090,673220,-3.201008,55.946153,95,3,2,1,07/08/2018,3,18:50:00,923,S12000036,5,0,6,20,6,2,6,0,0,5,1,1,1,0,0,1,1
2018950001051,326200,673540,-3.183327,55.949199,95,2,1,1,07/08/2018,3,22:40:00,923,S12000036,5,0,6,20,6,2,6,0,0,5,4,1,1,0,0,1,1
2018950001053,327420,666950,-3.162022,55.890188,95,2,2,4,19/07/2018,5,22:00:00,923,S12000036,3,701,1,40,1,4,3,720,0,0,5,1,1,0,0,2,1
2018950001056,325990,673450,-3.186664,55.948358,95,3,2,1,08/08/2018,4,02:35:00,923,S12000036,3,7,6,20,0,-1,-1,0,0,0,4,1,1,0,0,1,2
2018950001057,325610,673570,-3.192781,55.949378,95,3,1,1,03/08/2018,6,23:05:00,923,S12000036,5,0,6,20,6,1,6,0,2,4,4,1,1,0,0,1,1
2018950001059,326440,673790,-3.179553,55.951481,95,3,1,1,07/08/2018,3,18:25:00,923,S12000036,5,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001060,322890,675660,-3.236923,55.967721,95,3,2,2,08/08/2018,4,18:45:00,923,S12000036,3,902,6,30,8,4,6,0,0,4,1,1,1,0,0,1,1
2018950001064,329290,667250,-3.13221,55.893161,95,3,2,1,02/08/2018,5,17:23:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,1,7,1,0,0,2,1
2018950001066,327310,671110,-3.164901,55.92754,95,3,2,1,09/08/2018,5,10:42:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2
2018950001068,325670,673720,-3.191861,55.950734,95,3,2,1,09/08/2018,5,12:30:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950001069,327140,670410,-3.167432,55.921226,95,3,2,1,09/08/2018,5,17:00:00,923,S12000036,3,701,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950001070,323260,676910,-3.231353,55.979008,95,3,2,1,09/08/2018,5,18:30:00,923,S12000036,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001071,327630,674310,-3.160642,55.956333,95,3,2,1,09/08/2018,5,15:20:00,923,S12000036,3,1,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950001074,326600,671480,-3.176362,55.930756,95,2,1,1,08/08/2018,4,12:45:00,923,S12000036,5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950001075,323360,676530,-3.229643,55.975611,95,3,1,1,09/08/2018,5,18:17:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950001076,329580,668990,-3.128028,55.908834,95,3,2,1,09/08/2018,5,18:10:00,923,S12000036,4,701,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2
2018950001080,325020,674120,-3.202379,55.954226,95,3,1,2,10/08/2018,6,13:15:00,923,S12000036,5,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950001082,323340,674890,-3.229496,55.960877,95,3,2,1,10/08/2018,6,17:05:00,923,S12000036,5,0,6,30,6,2,6,0,0,4,1,1,1,0,0,1,1
2018950001091,312830,672250,-3.396931,55.93537,95,3,2,1,06/08/2018,2,12:15:00,923,S12000036,6,0,6,40,9,4,6,0,0,0,1,1,1,0,0,2,1
2018950001093,331250,672500,-3.102216,55.940607,95,3,2,1,08/08/2018,4,11:20:00,923,S12000036,3,1,6,40,1,4,6,0,0,0,1,1,1,0,0,1,1
2018950001101,312900,678290,-3.397767,55.989634,95,3,1,1,10/08/2018,6,13:25:00,923,S12000036,6,0,6,20,9,4,6,0,0,0,1,1,1,0,0,1,1
2018950001108,318040,670920,-3.313156,55.924341,95,3,2,1,13/08/2018,2,17:40:00,923,S12000036,1,8,3,70,1,2,3,720,0,0,1,1,2,0,0,2,1
2018950001109,322820,675420,-3.237975,55.965554,95,3,2,1,15/08/2018,4,08:40:00,923,S12000036,3,902,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001112,328770,675700,-3.142756,55.96899,95,3,2,1,14/08/2018,3,12:50:00,923,S12000036,3,199,6,30,3,4,6,0,0,5,1,2,2,0,0,1,2
2018950001113,325600,673380,-3.192888,55.947669,95,2,1,1,16/08/2018,5,13:20:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001115,325160,673910,-3.200079,55.952362,95,3,1,1,17/08/2018,6,12:35:00,923,S12000036,5,0,6,20,6,2,6,0,0,5,1,1,1,0,0,1,1
2018950001116,324120,673610,-3.216644,55.949504,95,3,3,1,17/08/2018,6,15:05:00,923,S12000036,6,0,6,20,3,2,6,0,0,5,1,1,1,0,0,1,2
2018950001117,326270,673390,-3.182166,55.947862,95,3,1,1,17/08/2018,6,23:00:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,8,5,1,1,0,0,1,1
2018950001118,327225,674404,-3.167152,55.957116,95,3,1,1,17/08/2018,6,16:25:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2
2018950001120,323780,676570,-3.222926,55.976037,95,3,4,1,18/08/2018,7,15:57:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950001122,327560,673910,-3.161655,55.952729,95,2,2,1,11/08/2018,7,06:24:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001123,322480,674960,-3.243287,55.961368,95,3,2,1,18/08/2018,7,13:38:00,923,S12000036,3,902,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1
2018950001125,324640,674530,-3.208577,55.957849,95,3,2,1,11/08/2018,7,09:30:00,923,S12000036,5,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1
2018950001127,327190,671010,-3.166794,55.926623,95,3,2,1,19/08/2018,1,21:45:00,923,S12000036,3,7,6,30,6,2,6,0,0,5,4,2,2,0,0,1,2
2018950001130,320110,673040,-3.280669,55.943732,95,3,1,1,20/08/2018,2,09:40:00,923,S12000036,6,0,6,20,9,4,6,0,0,0,1,1,1,0,0,1,1
2018950001133,322287,674915,-3.246365,55.960932,95,3,2,1,21/08/2018,3,07:40:00,923,S12000036,3,902,6,30,8,4,6,0,0,5,1,1,1,0,0,1,1
2018950001135,324310,670270,-3.212664,55.919531,95,3,2,1,19/08/2018,1,11:35:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,2,2,0,0,1,1
2018950001136,329340,671610,-3.132553,55.932334,95,3,2,1,18/08/2018,7,18:00:00,923,S12000036,6,0,3,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001137,325980,673480,-3.186833,55.948626,95,3,1,1,20/08/2018,2,17:30:00,923,S12000036,3,7,6,20,9,2,6,0,0,5,1,1,1,0,0,1,1
2018950001144,319756,670011,-3.285433,55.916466,95,3,1,1,16/08/2018,5,14:45:00,923,S12000036,6,0,6,30,2,4,6,0,0,1,1,1,1,0,0,1,2
2018950001146,322920,673210,-3.23574,55.94572,95,3,1,1,24/08/2018,6,14:00:00,923,S12000036,6,0,6,20,3,4,3,8,0,0,1,1,1,0,0,1,1
2018950001147,322160,672130,-3.247594,55.935896,95,3,1,1,23/08/2018,5,17:10:00,923,S12000036,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001148,318650,672800,-3.303965,55.941331,95,3,2,1,12/08/2018,1,10:25:00,923,S12000036,3,8,6,40,9,4,-1,-1,0,0,1,2,2,0,0,1,1
2018950001150,323342,674887,-3.229463,55.960851,95,2,2,1,24/07/2018,3,12:45:00,923,S12000036,5,0,6,20,6,2,6,0,0,5,1,1,1,0,0,1,1
2018950001152,327090,671940,-3.168646,55.934962,95,3,2,1,24/08/2018,6,09:44:00,923,S12000036,6,0,6,20,6,2,6,0,0,0,1,1,1,0,0,1,3
2018950001154,324300,670240,-3.212816,55.91926,95,2,2,1,25/08/2018,7,18:00:00,923,S12000036,6,0,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1
2018950001156,325240,673820,-3.198773,55.951566,95,3,1,1,25/08/2018,7,14:20:00,923,S12000036,3,8,6,20,0,-1,-1,0,0,4,1,1,1,0,0,1,2
2018950001158,324409,673206,-3.211905,55.945921,95,3,1,1,17/05/2018,5,16:30:00,923,S12000036,6,0,6,30,3,2,4,700,0,5,1,1,1,0,0,1,1
2018950001159,328700,671620,-3.142796,55.932329,95,3,4,3,27/08/2018,2,19:50:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001165,325950,673490,-3.187316,55.948711,95,3,2,1,28/08/2018,3,10:00:00,923,S12000036,5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2
2018950001166,324750,673530,-3.206537,55.948884,95,3,2,1,28/08/2018,3,14:30:00,923,S12000036,3,702,6,30,9,2,6,0,0,4,1,1,1,0,0,1,2
2018950001168,326660,675310,-3.176446,55.965169,95,3,2,1,29/08/2018,4,11:40:00,923,S12000036,3,900,6,20,3,4,6,0,0,1,1,1,1,0,0,1,1
2018950001172,327660,669410,-3.158845,55.912322,95,3,2,1,24/08/2018,6,08:15:00,923,S12000036,5,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1
2018950001173,326080,673200,-3.185155,55.946126,95,3,1,1,29/08/2018,4,07:15:00,923,S12000036,3,7,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950001174,326000,673400,-3.186491,55.947911,95,3,2,2,30/08/2018,5,04:40:00,923,S12000036,3,7,6,20,3,2,6,0,0,5,4,1,1,0,0,1,1
2018950001181,326270,676840,-3.183111,55.978852,95,3,2,1,23/08/2018,5,17:45:00,923,S12000036,3,901,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2
2018950001182,327740,667000,-3.15692,55.890685,95,3,2,2,31/08/2018,6,16:55:00,923,S12000036,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950001188,319380,670680,-3.291647,55.922412,95,3,1,1,03/09/2018,2,03:30:00,923,S12000036,3,71,1,40,1,2,6,0,0,0,4,8,2,0,0,1,1
2018950001189,322441,675690,-3.244122,55.967918,95,2,2,1,03/09/2018,2,08:25:00,923,S12000036,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1
2018950001190,314960,673180,-3.363141,55.944105,95,3,2,1,22/08/2018,4,12:55:00,923,S12000036,6,0,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950001192,324750,673430,-3.206509,55.947986,95,3,2,1,03/09/2018,2,22:00:00,923,S12000036,6,0,3,30,3,2,3,702,0,8,4,1,2,0,0,1,2
2018950001196,326830,675640,-3.173813,55.968159,95,3,2,1,31/08/2018,6,12:45:00,923,S12000036,3,900,6,20,0,-1,-1,0,0,1,1,1,1,0,0,1,1
2018950001200,313471,668571,-3.385494,55.902441,95,3,2,1,04/09/2018,3,16:40:00,923,S12000036,3,71,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950001201,326550,673660,-3.177757,55.950331,95,3,2,1,04/09/2018,3,18:00:00,923,S12000036,5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950001202,324020,675920,-3.218897,55.970237,95,3,3,1,03/09/2018,2,07:40:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1
2018950001203,314940,677160,-3.364719,55.97985,95,2,2,1,05/09/2018,4,07:25:00,923,S12000036,3,90,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950001207,325510,673400,-3.194334,55.947835,95,3,2,1,05/09/2018,4,16:45:00,923,S12000036,5,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950001208,322060,673300,-3.249532,55.946389,95,3,2,1,03/09/2018,2,18:10:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2
2018950001209,328040,668750,-3.152591,55.90645,95,3,1,1,27/08/2018,2,08:45:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001210,317640,670610,-3.31946,55.921488,95,3,2,1,06/09/2018,5,17:05:00,923,S12000036,1,8,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950001214,319360,671240,-3.292135,55.927439,95,2,2,1,06/09/2018,5,09:02:00,923,S12000036,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1
2018950001215,329620,674760,-3.128896,55.960672,95,3,2,1,07/09/2018,6,07:15:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1
2018950001216,326510,672210,-3.178002,55.937299,95,3,2,1,07/09/2018,6,09:40:00,923,S12000036,6,0,6,20,6,2,6,0,0,0,1,1,1,0,0,1,1
2018950001217,317451,672671,-3.323115,55.939968,95,3,2,1,07/09/2018,6,11:30:00,923,S12000036,6,0,1,40,1,2,6,0,0,0,1,1,1,0,0,1,1
2018950001221,325170,671850,-3.199346,55.933859,95,3,1,1,07/09/2018,6,16:53:00,923,S12000036,5,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001224,327330,674390,-3.165467,55.957006,95,3,2,2,08/09/2018,7,19:15:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001227,327330,674390,-3.165467,55.957006,95,3,2,1,07/09/2018,6,18:10:00,923,S12000036,3,71,1,40,1,4,6,0,0,0,1,1,1,0,0,1,1
2018950001232,324530,672890,-3.209879,55.943101,95,3,2,1,05/09/2018,4,08:50:00,923,S12000036,5,0,6,20,9,4,6,0,0,0,1,9,1,0,0,1,1
2018950001238,327410,666980,-3.16219,55.890456,95,3,2,2,11/09/2018,3,15:15:00,923,S12000036,3,720,7,40,1,4,3,701,0,0,1,4,1,0,0,2,1
2018950001240,326680,675380,-3.176144,55.9658,95,2,1,1,11/09/2018,3,16:00:00,923,S12000036,3,900,6,20,3,4,6,0,0,0,1,5,2,0,0,1,1
2018950001241,325720,673240,-3.190929,55.94643,95,3,1,1,10/09/2018,2,17:15:00,923,S12000036,5,0,2,20,3,2,6,0,2,5,1,2,2,0,0,1,1
2018950001243,331210,672850,-3.102946,55.943745,95,3,2,1,03/09/2018,2,08:00:00,923,S12000036,3,1,3,40,6,2,3,1,0,0,1,2,2,0,0,1,2
2018950001246,329850,671580,-3.124384,55.93214,95,3,1,1,11/09/2018,3,17:10:00,923,S12000036,6,0,3,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950001249,323714,672088,-3.222713,55.935768,95,3,2,1,14/06/2018,5,08:00:00,923,S12000036,5,0,6,30,7,2,6,0,0,5,1,9,1,0,0,1,1
2018950001255,326990,672780,-3.170474,55.942493,95,3,1,1,14/09/2018,6,20:00:00,923,S12000036,6,0,1,20,1,4,6,0,0,0,6,1,2,0,0,1,1
2018950001256,323671,674091,-3.223969,55.953753,95,3,3,1,11/09/2018,3,12:30:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001257,329620,667450,-3.126987,55.895006,95,3,2,1,14/09/2018,6,13:40:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1
2018950001259,319380,672950,-3.292326,55.942802,95,3,1,1,14/09/2018,6,15:40:00,923,S12000036,3,8,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1
2018950001260,327180,671840,-3.167179,55.934078,95,3,2,1,15/09/2018,7,10:45:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2
2018950001261,327220,676480,-3.167794,55.975763,95,3,2,3,15/09/2018,7,16:00:00,923,S12000036,3,199,6,20,9,4,6,0,0,5,1,1,1,0,0,1,1
2018950001264,327310,674400,-3.16579,55.957093,95,3,1,1,14/09/2018,6,14:50:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950001267,314640,671680,-3.367788,55.930575,95,3,2,1,16/09/2018,1,15:15:00,923,S12000036,1,9,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950001268,311940,677760,-3.412976,55.984699,95,3,1,1,16/09/2018,1,22:10:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001269,320340,673520,-3.277129,55.948082,95,3,2,1,16/09/2018,1,12:50:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001270,320360,671960,-3.276348,55.934073,95,2,1,1,17/09/2018,2,14:50:00,923,S12000036,5,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001273,322513,675581,-3.242938,55.966951,95,3,2,1,13/08/2018,2,18:00:00,923,S12000036,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1
2018950001274,323400,671330,-3.227522,55.928909,95,3,1,1,18/09/2018,3,18:50:00,923,S12000036,6,0,1,30,7,2,6,0,0,0,4,1,2,5,0,1,1
2018950001276,316681,672441,-3.335367,55.937769,95,3,2,1,19/09/2018,4,08:05:00,923,S12000036,3,8,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,1
2018950001280,331130,671660,-3.103922,55.933044,95,3,2,1,17/09/2018,2,17:30:00,923,S12000036,3,6095,6,30,0,-1,-1,0,0,0,1,9,1,0,0,1,2
2018950001281,315100,673080,-3.360869,55.943232,95,3,2,1,20/09/2018,5,15:50:00,923,S12000036,6,0,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950001282,322190,675620,-3.248122,55.967249,95,3,3,2,19/09/2018,4,16:30:00,923,S12000036,6,0,6,30,3,4,5,0,0,5,1,1,2,0,0,1,1
2018950001283,322860,676750,-3.237716,55.977507,95,3,2,1,20/09/2018,5,15:10:00,923,S12000036,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001285,330750,672090,-3.110113,55.936852,95,3,2,1,21/09/2018,6,14:15:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950001288,325050,674130,-3.201901,55.954321,95,3,3,1,21/09/2018,6,23:35:00,923,S12000036,5,0,6,20,6,2,5,0,0,5,4,1,1,0,0,1,1
2018950001289,311270,671120,-3.421522,55.924935,95,2,2,1,22/09/2018,7,12:10:00,923,S12000036,1,8,3,70,5,4,1,8,0,0,1,1,1,0,0,2,1
2018950001294,328539,675811,-3.146486,55.969952,95,3,3,2,07/08/2018,3,22:55:00,923,S12000036,3,199,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1
2018950001296,325360,673950,-3.196888,55.952752,95,3,1,1,19/09/2018,4,14:00:00,923,S12000036,5,0,6,20,3,4,5,0,2,5,1,1,1,0,0,1,1
2018950001298,325610,674830,-3.193129,55.960695,95,2,2,1,25/09/2018,3,07:45:00,923,S12000036,6,0,6,20,8,4,6,0,0,0,1,1,1,0,0,1,1
2018950001300,324780,667670,-3.204421,55.89625,95,3,2,1,12/09/2018,4,08:40:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,6,1,1,0,0,1,1
2018950001302,326060,674420,-3.18581,55.957082,95,3,2,1,25/09/2018,3,21:30:00,923,S12000036,3,900,6,20,3,3,3,900,0,0,4,1,1,0,0,1,1
2018950001303,322230,675520,-3.247453,55.966357,95,2,1,1,26/09/2018,4,08:49:00,923,S12000036,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950001313,319370,671520,-3.292059,55.929955,95,3,1,1,27/09/2018,5,13:10:00,923,S12000036,6,0,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2
2018950001314,321790,670830,-3.253137,55.924158,95,3,2,1,27/09/2018,5,07:40:00,923,S12000036,6,0,6,30,6,2,6,0,0,4,1,1,1,0,0,1,1
2018950001316,319220,671950,-3.294587,55.933793,95,2,1,2,26/09/2018,4,18:00:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950001317,324410,667820,-3.210378,55.897539,95,3,2,1,28/09/2018,6,08:10:00,923,S12000036,3,720,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1
2018950001322,325640,673940,-3.192403,55.952706,95,3,1,1,29/09/2018,7,05:45:00,923,S12000036,3,8,6,20,3,2,6,0,0,5,4,9,1,0,0,1,1
2018950001325,328830,669150,-3.140064,55.910161,95,3,1,1,29/09/2018,7,11:10:00,923,S12000036,3,772,6,20,0,-1,-1,0,0,0,1,9,1,0,0,1,1
2018950001327,323646,668604,-3.222814,55.904461,95,3,1,1,29/09/2018,7,14:12:00,923,S12000036,6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1
2018950001328,312540,672730,-3.401728,55.939629,95,3,1,1,01/10/2018,2,00:20:00,923,S12000036,6,0,1,40,1,2,6,0,0,0,4,1,1,0,0,2,1
2018950001329,322430,674940,-3.244082,55.96118,95,3,1,1,30/09/2018,1,17:20:00,923,S12000036,3,902,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001333,323730,673700,-3.222913,55.95025,95,3,1,1,15/09/2018,7,23:34:00,923,S12000036,6,0,6,20,8,4,6,0,0,0,4,1,1,0,0,1,1
2018950001336,325150,673970,-3.200256,55.952899,95,3,2,1,16/09/2018,1,01:50:00,923,S12000036,5,0,1,20,1,4,5,0,0,1,4,2,2,0,0,1,1
2018950001337,326550,675140,-3.178161,55.963625,95,3,1,1,28/09/2018,6,12:50:00,923,S12000036,3,900,6,20,3,2,5,0,0,5,1,1,1,0,0,1,2
2018950001340,321580,671470,-3.256683,55.929873,95,3,2,1,29/09/2018,7,16:30:00,923,S12000036,3,71,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950001347,330430,672600,-3.115367,55.941387,95,3,2,2,03/10/2018,4,13:26:00,923,S12000036,6,0,6,20,3,4,3,6106,0,0,1,1,1,0,0,1,1
2018950001348,329070,675590,-3.137922,55.968046,95,3,2,1,01/10/2018,2,13:40:00,923,S12000036,3,199,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001349,326300,673180,-3.181628,55.945981,95,3,1,1,03/10/2018,4,18:00:00,923,S12000036,6,0,6,20,9,4,6,0,0,0,1,1,1,0,0,1,2
2018950001353,323690,673220,-3.223418,55.945933,95,2,2,1,04/10/2018,5,17:00:00,923,S12000036,3,8,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950001356,NA,NA,NA,NA,95,3,1,1,04/10/2018,5,13:00:00,923,S12000036,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,3,2
2018950001357,327410,671210,-3.163328,55.928453,95,3,2,1,02/10/2018,3,20:00:00,923,S12000036,6,0,6,30,1,2,6,0,0,0,6,1,1,0,0,1,2
2018950001358,325790,677010,-3.190848,55.980305,95,3,2,2,05/10/2018,6,16:40:00,923,S12000036,3,901,6,20,3,1,3,901,0,0,1,1,1,0,0,1,2
2018950001362,318040,670920,-3.313156,55.924341,95,3,3,5,06/10/2018,7,12:55:00,923,S12000036,1,8,3,70,1,2,3,720,0,0,1,1,1,0,0,2,1
2018950001363,328550,673750,-3.145762,55.951441,95,3,2,1,04/10/2018,5,08:55:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2
2018950001364,328850,674200,-3.141078,55.955527,95,3,3,1,04/10/2018,5,12:04:00,923,S12000036,3,1140,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950001370,327967,670045,-3.154105,55.918072,95,3,2,1,08/10/2018,2,17:10:00,923,S12000036,3,772,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1
2018950001372,322740,672640,-3.238458,55.940571,95,3,2,1,04/10/2018,5,09:15:00,923,S12000036,6,0,6,30,3,4,5,0,0,0,1,9,1,0,0,1,2
2018950001374,311700,671320,-3.414708,55.926811,95,3,3,3,09/10/2018,3,09:50:00,923,S12000036,6,0,6,40,3,4,3,8,0,0,1,5,2,0,0,2,1
2018950001381,331760,668000,-3.092915,55.900255,95,3,2,1,10/10/2018,4,17:20:00,923,S12000036,3,720,1,50,1,2,3,7,0,0,1,1,1,0,0,2,2
2018950001382,322950,675710,-3.235976,55.96818,95,3,1,1,11/10/2018,5,06:52:00,923,S12000036,5,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,2
2018950001383,325530,674080,-3.194202,55.953946,95,3,1,1,11/10/2018,5,12:20:00,923,S12000036,6,0,6,20,3,2,5,0,0,5,1,1,1,0,0,1,1
2018950001386,327320,676440,-3.166181,55.975419,95,3,3,2,09/10/2018,3,17:10:00,923,S12000036,3,199,6,20,9,2,3,900,0,0,1,9,1,0,0,1,1
2018950001389,321860,669720,-3.251695,55.914199,95,3,1,1,12/10/2018,6,09:15:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,4,2,0,2,1,1
2018950001390,322290,671860,-3.245435,55.933492,95,3,2,1,12/10/2018,6,14:45:00,923,S12000036,3,71,6,20,7,2,6,0,0,5,1,8,2,0,0,1,1
2018950001391,324950,672930,-3.203168,55.943526,95,3,1,1,12/10/2018,6,16:30:00,923,S12000036,3,700,6,20,7,2,6,0,0,5,1,5,2,0,0,1,1
2018950001392,325930,673680,-3.187688,55.950415,95,3,2,1,12/10/2018,6,13:00:00,923,S12000036,3,7,6,20,0,-1,-1,0,0,5,1,5,2,0,0,1,1
2018950001393,326760,673930,-3.174469,55.952788,95,3,2,1,12/10/2018,6,18:45:00,923,S12000036,6,0,6,20,1,2,5,0,0,0,1,2,2,0,0,1,2
2018950001394,328760,669480,-3.14127,55.913115,95,3,1,1,13/10/2018,7,09:20:00,923,S12000036,6,0,6,20,9,4,6,0,0,0,1,2,2,0,0,1,1
2018950001397,319340,672930,-3.29296,55.942615,95,3,1,1,12/10/2018,6,16:55:00,923,S12000036,3,8,1,20,1,4,6,0,0,0,1,1,1,0,0,1,2
2018950001400,325350,673980,-3.197056,55.95302,95,3,3,1,14/10/2018,1,12:45:00,923,S12000036,5,0,6,20,0,-1,-1,0,0,5,1,1,1,0,0,1,1
2018950001403,325580,674400,-3.19349,55.956828,95,2,2,1,15/10/2018,2,09:00:00,923,S12000036,6,0,6,20,6,4,6,0,0,0,1,1,1,0,0,1,1
2018950001405,326210,673160,-3.183063,55.945787,95,3,1,1,15/10/2018,2,14:00:00,923,S12000036,6,0,6,20,9,4,6,0,0,8,1,1,1,0,0,1,1
2018950001406,318660,670770,-3.303192,55.923099,95,3,2,1,15/10/2018,2,16:00:00,923,S12000036,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,1
2018950001407,324200,673340,-3.215288,55.947091,95,3,2,1,15/10/2018,2,16:33:00,923,S12000036,3,8,6,30,6,2,6,0,0,5,1,1,1,0,0,1,2
2018950001408,327690,668100,-3.158014,55.900559,95,1,1,1,16/10/2018,3,07:55:00,923,S12000036,6,0,6,20,8,4,6,0,0,0,1,1,1,0,0,1,1
